Optimizing /h/ywang30/nofib/real/rsa
>>>>>>>>>>>>>>>START OPTIMIZATION>>>>>>>>>>>>>>>
pop: 15
gens: 13
arch: 7
Basetime is: 1.2648888e7
0,01110000001110010111011001000101101011110010110 1.2647248e7
1,10011001001101110011110100111110000110100110000 1.2647248e7
0,00111011001100100101110101001101100111111111001 1.2647248e7
best: 0.999870344333826
0,00111011000101101111010111111100100001110011000 1.2647248e7
0,00111010000101101101010101101100001111110111011 1.2647248e7
0,00111010000101100100110101001101100111111011001 1.2647248e7
0,00011000011101001110111001000100100111101111010 1.2647248e7
0,00011100000100100111100110111111000100011111100 1.2647248e7
1,10111001001101100100010101001100001101111010010 1.2647248e7
1,10111001001101111001111101010101100111100111011 1.2647248e7
0,00110001001101100100110101001100001101111111001 1.2647248e7
0,00101010001101001101110001011100100111110110000 1.2647248e7
0,00101000100000100111100110100011000100111011100 1.2647904e7
1,10111011000110100100110011011000111111011100001 1.2648232e7
1,10101011001111100111111101101101010001000010011 1.2647248e7
1,10001011010100110111110010110110001011110110011 1.2647248e7
0,01111001001000100001100011011101100111111100101 1.2648888e7
0,00011011110100101110110011101110100111110110000 1.2647248e7
0,00011001000100100111110111110110001111110111010 1.2647248e7
0,00111000000101100101100101000101100111111111001 1.2647248e7
0,00111000000100100111100110111110000100111111100 1.2647248e7
0,00010001001101101011010011111110100111100110000 1.2647248e7
1,10110000001100000100011001001110001101101110010 1.2647248e7
1,10011001001101010110110101101111000100100110010 1.2647248e7
0,00101000001101100001010110101101101100110110000 1.2647248e7
best: 0.999870344333826
0,00111001010101100110110010010110001011110110001 1.2647248e7
0,00101000001101100010010111101101001100100110010 1.2647248e7
0,00001011010100110111110011111110101111110110010 1.2647248e7
0,00111000000101100101110110111100000101111110110 1.2647248e7
1,10111001001101101101111101010101100111100111011 1.2647248e7
0,00101010001101001101110001011100100111110110000 1.2647248e7
1,10111000001101100111111101101101110011011111011 1.2647248e7
1,10111001001101101101110101011101100111101110011 1.2647248e7
0,00101010001111100100110101101101000111111011011 1.2647248e7
0,00111011110000100111100010011011100111111111001 1.2647904e7
0,00110000110111101000010100001110011000010010010 1.2647248e7
0,01010110010100110011100111111110010010011101000 1.2648232e7
1,10111001111101101111100001111011110110100110101 1.2647248e7
0,00110001011101110100000101000100101101110010011 1.2647248e7
1,10111000010101111101011001000100100111101011001 1.2647248e7
0,00111011000101101111010111111100100001110011000 1.2647248e7
0,00111010000101101101010101101100001111110111011 1.2647248e7
0,00111010000101100100110101001101100111111011001 1.2647248e7
0,00011000011101001110111001000100100111101111010 1.2647248e7
0,00011100000100100111100110111111000100011111100 1.2647248e7
1,10111001001101100100010101001100001101111010010 1.2647248e7
1,10111001001101111001111101010101100111100111011 1.2647248e7
best: 0.999870344333826
1,10111100010101111101101100100111100101011111001 1.2647248e7
0,00111111000101100111010110111111100000010011000 1.2647248e7
1,10011001010101111101111011111110101111100010011 1.2647248e7
1,10111001001101111101011101000100000111100111011 1.2647248e7
0,00111000000101100101110110111100000101111110110 1.2647248e7
1,10111001011101110101110001010100000111110110001 1.2647248e7
0,00110000010111101100010101001110001100111010010 1.2647248e7
1,10111000000101111101010110110100100101101011011 1.2647248e7
0,00101010000101000100110101001101100111110110000 1.2647248e7
1,10011100001100110101111100100010100010111011110 1.2647248e7
1,10011001001101011000101111010011100011100110001 1.2647248e7
0,00111000001000111110111101111111110001011011001 1.2647904e7
0,00011100100000110011011110101011000010111100101 1.2648888e7
0,00101111000110100100011100101001100010111010111 1.2647248e7
1,10011001111111000110111000100110000111100110000 1.2647248e7
0,00111001010101100110110010010110001011110110001 1.2647248e7
0,00101000001101100010010111101101001100100110010 1.2647248e7
0,00001011010100110111110011111110101111110110010 1.2647248e7
0,00111000000101100101110110111100000101111110110 1.2647248e7
1,10111001001101101101111101010101100111100111011 1.2647248e7
0,00101010001101001101110001011100100111110110000 1.2647248e7
1,10111000001101100111111101101101110011011111011 1.2647248e7
best: 0.999870344333826
1,10101000001101001101110001011101100111100110000 1.2647248e7
0,00101011001101001100011101000100000111110110010 1.2647248e7
1,10111100011101111101101100110110000101110110001 1.2647248e7
0,00011111010100110111110011111110101001110011010 1.2647248e7
0,00111000010101100101110110100110000111111110010 1.2647248e7
0,00111000000101100101111110111110000101011111110 1.2647248e7
1,10001011110111110111111000110110000111100110000 1.2647248e7
1,10111000000101111101011100010100000101101111011 1.2647248e7
0,00111011000101100101110110111100000000010110000 1.2647248e7
1,11001001100110110111111111110010011101111010110 1.2647248e7
1,10111100101011100111111010001101010010111001110 1.2648888e7
0,00111101000111101011110111000100100010011011000 1.2647248e7
0,00110010010101001000010100001011000100111011010 1.2647248e7
1,10111001100101110101110011110111001110110011101 1.2647248e7
0,01001011101101100010011111111001001100000111010 1.2647248e7
1,10111100010101111101101100100111100101011111001 1.2647248e7
0,00111111000101100111010110111111100000010011000 1.2647248e7
1,10011001010101111101111011111110101111100010011 1.2647248e7
1,10111001001101111101011101000100000111100111011 1.2647248e7
0,00111000000101100101110110111100000101111110110 1.2647248e7
1,10111001011101110101110001010100000111110110001 1.2647248e7
0,00110000010111101100010101001110001100111010010 1.2647248e7
best: 0.999870344333826
1,10111011010111110111111001010100000111100110011 1.2647248e7
0,00110001001111101100011101001110000110111010010 1.2647248e7
0,00111110010101111101101110111110000001010111000 1.2647248e7
0,01011001101101100100010110111101000101101111010 1.2647248e7
0,00111111000100110111010010111111101000010011010 1.2647248e7
1,10111000100101100101110010111101000101111011110 1.2647248e7
1,10101000010111110101111000110100000111100110011 1.2647248e7
0,00011010000101110111110011111100101101111110110 1.2647248e7
1,10001010001101111101111000010101000111100110000 1.2647248e7
0,00100010010101101000010101001111000110111000010 1.2648232e7
1,10111011001011010101011000010101000110110010111 1.2647904e7
0,00111011000000001111110101111110000000000110010 1.2647904e7
0,00101111010100110111111111011110001101100011010 1.2647248e7
0,00111101011111110100111000010000100010111000000 1.2648232e7
0,00001010010101010001111010110100110110000010101 1.2647248e7
1,10101000001101001101110001011101100111100110000 1.2647248e7
0,00101011001101001100011101000100000111110110010 1.2647248e7
1,10111100011101111101101100110110000101110110001 1.2647248e7
0,00011111010100110111110011111110101001110011010 1.2647248e7
0,00111000010101100101110110100110000111111110010 1.2647248e7
0,00111000000101100101111110111110000101011111110 1.2647248e7
1,10001011110111110111111000110110000111100110000 1.2647248e7
best: 0.999870344333826
done evolving!
"all is well:)"
>>>>>>>>>>>>>>FINISH OPTIMIZATION>>>>>>>>>>>>>>>
790.90user 449.04system 27:55.28elapsed 74%CPU (0avgtext+0avgdata 107492maxresident)k
1080824inputs+1529824outputs (560major+74762454minor)pagefaults 0swaps
