Optimizing /h/ywang30/nofib/real/rsa
>>>>>>>>>>>>>>>START OPTIMIZATION>>>>>>>>>>>>>>>
pop: 15
gens: 13
arch: 7
Basetime is: 1.2648888e7
0,01000000010011000001100010010000110101000101100 1.2648888e7
1,10101001001101110101110100001111000100100010000 1.2647248e7
1,10100000100100101010011110011011100110000000111 1.2648232e7
0,00001001001100100111000110100101010110100110000 1.2647248e7
1,10000000000010000000010011100110111001011011011 1.2647904e7
1,10100001111100010101000101001100010010111100000 1.2648232e7
1,11100000100000000010100111111101110110111010111 1.2647904e7
1,11011001001011000000111101110001011011001000101 1.2648888e7
0,00001000011100101000111001101100110000111000001 1.2648232e7
0,01110101010001000001101011111010001110001001100 1.2648888e7
1,11101100100000001100111011010010100010100000011 1.2648888e7
1,10111110000010000000010110101101000111000110010 1.2647904e7
0,00001110000010000101000010101011000101001000111 1.2648888e7
1,11010010000010011000001000100101010000100000100 1.2648888e7
0,00110000011001101101011110101101001100000010010 1.2647904e7
best: 0.999870344333826
1,11001000000010000111000010111101100111011010111 1.2647904e7
1,10101110111010000101000111101100010010011000100 1.2648888e7
1,10000000001110000000010001100110110000011001001 1.2648232e7
1,10101001001101110101110100001111000100100010000 1.2647248e7
1,10110000000100101001011111111010000110000001110 1.2648232e7
1,10100000100000000110000111001101110110111110111 1.2647904e7
1,10101001101100010100110001011110000010100000001 1.2648232e7
0,00111100000001101101011110101101001100000110010 1.2647904e7
0,00110110010011001001010110101101000110000010010 1.2647904e7
1,11110010110011100111010111111101000011100110000 1.2647904e7
1,11100100000110101111010110000011000110000000111 1.2648232e7
1,11000100110100010001000101011100011010011100010 1.2648232e7
0,00110110011001101111111010110010000101001010010 1.2647904e7
1,10010010001000000101010011100000111001011111001 1.2647904e7
0,00011110010000000000010111100111100111000010011 1.2647904e7
1,10101001001101110101110100001111000100100010000 1.2647248e7
0,00001001001100100111000110100101010110100110000 1.2647248e7
1,10000000000010000000010011100110111001011011011 1.2647904e7
1,11100000100000000010100111111101110110111010111 1.2647904e7
1,10111110000010000000010110101101000111000110010 1.2647904e7
0,00110000011001101101011110101101001100000010010 1.2647904e7
1,10100000100100101010011110011011100110000000111 1.2648232e7
best: 0.999870344333826
0,00100000000100100011100111100101110110100110110 1.2647248e7
1,10101101001101111101011100101111001100000110000 1.2647248e7
1,10001001001101110101110100100101010100100110000 1.2647248e7
1,10100111011101100111111010011111000101001010000 1.2647248e7
1,10000000000010000000010011100110110001011001011 1.2648888e7
0,00001111001101101111000110100101000110100010010 1.2647248e7
1,11001000000010000111000010111101100111011010111 1.2647904e7
1,11011000000010000100000010111101100111011110110 1.2647904e7
1,11100000100000000010100111111101110110111010111 1.2647904e7
0,01011000000111110111100010111011100111101011110 1.2647248e7
1,10110000010101011000110001100110100111111010001 1.2647248e7
1,11100110110010111111001110110011011000100011000 1.2647904e7
1,11110001001111110101010100011101001100111010000 1.2647248e7
1,10000001000011000000000010101100011001011011110 1.2647904e7
0,01111110100010000111100010111100100110011000101 1.2648888e7
1,10101001001101110101110100001111000100100010000 1.2647248e7
0,00001001001100100111000110100101010110100110000 1.2647248e7
1,11001000000010000111000010111101100111011010111 1.2647904e7
1,10100000100000000110000111001101110110111110111 1.2647904e7
0,00111100000001101101011110101101001100000110010 1.2647904e7
0,00110110010011001001010110101101000110000010010 1.2647904e7
1,11110010110011100111010111111101000011100110000 1.2647904e7
best: 0.999870344333826
1,10111000001101100101011110100101001100100110010 1.2647248e7
0,01111000000111100111011010101001100111000110110 1.2647248e7
0,00110110000011001011010110111101100110010010011 1.2647904e7
0,00001000001101110001110100100101110100100110000 1.2647248e7
0,00001001000100100111000110100101110110100110000 1.2647248e7
0,00011100001000100111001110100101001110100110000 1.2647904e7
1,10011000000010110111100111001011110111101110110 1.2647904e7
1,10010001000011001101001010101101011001011010010 1.2647904e7
0,00100000000100011000100001100101100111110110000 1.2647248e7
1,11010000000100000100110001100110100101111011001 1.2647248e7
1,10111100001101101101000101001110001110010110010 1.2647248e7
0,00101100010000111001011011100010011000000110010 1.2647904e7
1,10101000011101101010011100001110001100100000110 1.2648232e7
1,11011001000110000101110011010001101011101111110 1.2647248e7
1,10111111011110111101011000101111011101011100000 1.2648232e7
0,00100000000100100011100111100101110110100110110 1.2647248e7
1,10101101001101111101011100101111001100000110000 1.2647248e7
1,10001001001101110101110100100101010100100110000 1.2647248e7
1,10100111011101100111111010011111000101001010000 1.2647248e7
0,00001111001101101111000110100101000110100010010 1.2647248e7
0,01011000000111110111100010111011100111101011110 1.2647248e7
1,10110000010101011000110001100110100111111010001 1.2647248e7
best: 0.999870344333826
0,00001101001101100011111000100111100100101110000 1.2647248e7
1,10110000000101101101110101001110100111110111001 1.2647248e7
1,10001000001101110001100110100101111100010010000 1.2647248e7
1,10111000000101011100010101100110001111111010000 1.2647248e7
0,01101000000110111111011000100101100111010110110 1.2647248e7
0,00011100000101110111100010111110000110010111010 1.2647248e7
1,10000001001001001111101010011111001001001010000 1.2647904e7
1,11011001000110100001110111110101111110100111110 1.2647248e7
1,10001000000001110001110010100101011000101110010 1.2647904e7
1,10110001001101100101110011100101001100100110010 1.2647248e7
1,10001000001000101111100100101101110110110110000 1.2647904e7
1,11111100001101101001111101101110101100000100010 1.2648232e7
0,00111000000110101101101001001010101111000111100 1.2647248e7
1,10100111001100100101011001011100001001001010000 1.2647248e7
0,01011011101110010101100101001001111011101011101 1.2647248e7
1,10111000001101100101011110100101001100100110010 1.2647248e7
0,01111000000111100111011010101001100111000110110 1.2647248e7
0,00001000001101110001110100100101110100100110000 1.2647248e7
0,00001001000100100111000110100101110110100110000 1.2647248e7
0,00100000000100011000100001100101100111110110000 1.2647248e7
1,11010000000100000100110001100110100101111011001 1.2647248e7
1,10111100001101101101000101001110001110010110010 1.2647248e7
best: 0.999870344333826
1,10001000000000101110110101101101001111111010000 1.2647904e7
1,10010001001101000100110011100111001101100110010 1.2647248e7
0,00101000001101101101011110100101101101110110010 1.2647248e7
1,10110000001100010100011001011100001011111010000 1.2647248e7
0,00011001000101100111110110111110001110110111010 1.2647248e7
0,00110000000101111100100101000101100111110111001 1.2647248e7
1,10001000001101000110111001100110100101101111001 1.2647248e7
1,10001000001100110011110100101101110110100110000 1.2647248e7
0,00111111101100110101110101011101101011101010001 1.2647248e7
1,11001001101110101011111010101111000001101010010 1.2647248e7
1,10101000101111110101011110110111100000100110000 1.2647248e7
0,00001101000110010011010110101110000110000110100 1.2647248e7
1,10101011000101110010010101101110001011011000111 1.2648232e7
1,11000010101101100000100000010101001101010010000 1.2647248e7
1,10010000101100100101011011100101000100101101010 1.2648232e7
0,00001101001101100011111000100111100100101110000 1.2647248e7
1,10110000000101101101110101001110100111110111001 1.2647248e7
1,10001000001101110001100110100101111100010010000 1.2647248e7
1,10111000000101011100010101100110001111111010000 1.2647248e7
0,01101000000110111111011000100101100111010110110 1.2647248e7
0,00011100000101110111100010111110000110010111010 1.2647248e7
1,11011001000110100001110111110101111110100111110 1.2647248e7
best: 0.999870344333826
1,10110000000101101101010101001110100111110111000 1.2647248e7
1,10011000001101000100110101100110000101111011000 1.2647248e7
0,00011100000100110011100000111111100110010111000 1.2647248e7
0,00110000000101111101110101000111100111110111001 1.2647248e7
0,01110000001110010111011001000101101011110010110 1.2647248e7
1,10011001001101110011110100111110000110100110000 1.2647248e7
0,00111011001100100101110101001101100111111111001 1.2647248e7
1,11011001000100010100010111100110001111110011100 1.2647248e7
1,10000001001101000011111011100111100100100110010 1.2647248e7
0,01110000000110111011011100101101100111000110000 1.2647248e7
0,01000001110110101011011001100111110001101001110 1.2648232e7
1,10110000001100101101100000111110100001111111100 1.2647248e7
1,10000000000101011101110100101100110110100110000 1.2647248e7
0,00000011101100101010011011100110100111100110000 1.2647248e7
1,10100011001101010101110011101100001101111011000 1.2647248e7
1,10010001001101000100110011100111001101100110010 1.2647248e7
0,00101000001101101101011110100101101101110110010 1.2647248e7
1,10110000001100010100011001011100001011111010000 1.2647248e7
0,00011001000101100111110110111110001110110111010 1.2647248e7
0,00110000000101111100100101000101100111110111001 1.2647248e7
1,10001000001101000110111001100110100101101111001 1.2647248e7
1,10001000001100110011110100101101110110100110000 1.2647248e7
best: 0.999870344333826
0,00011001000100100111110111110110001111110111010 1.2647248e7
0,00111000000101100101100101000101100111111111001 1.2647248e7
0,00111000000100100111100110111110000100111111100 1.2647248e7
0,00010001001101101011010011111110100111100110000 1.2647248e7
1,10110000001100000100011001001110001101101110010 1.2647248e7
1,10011001001101010110110101101111000100100110010 1.2647248e7
0,00101000001101100001010110101101101100110110000 1.2647248e7
0,00011000000101101111011110100100101111110110010 1.2647248e7
0,00111011001101100100110101001100000101111011001 1.2647248e7
0,00111100101101110011110100001110010011111000110 1.2648232e7
1,10101011001101110001111100010101110111100110111 1.2647248e7
0,00001000011101011110111001000000100101101011010 1.2647248e7
0,00110000001001110111110111000010100110110110000 1.2647904e7
1,11100011001000111101010011111100010111101000000 1.2648888e7
0,00101011001101001111110011111100100001111010000 1.2647248e7
1,10110000000101101101010101001110100111110111000 1.2647248e7
1,10011000001101000100110101100110000101111011000 1.2647248e7
0,00011100000100110011100000111111100110010111000 1.2647248e7
0,00110000000101111101110101000111100111110111001 1.2647248e7
